   ,SPECIES_ID,SPECIES_NAME,ALPHA_CODE,Download,TAXONOMIC_ORDER,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD
715,5800,Rufous-crowned Sparrow,RCSP,9,999,Aimophila ruficeps,"1, 1C, 1B","1, 1C, 1B",,,
716,5810,Song Sparrow,SOSP,9,1039,Melospiza melodia,"1B, 1, 1C","1B, 1, 1C, 1A, 1P",,,
717,5830,Lincoln's Sparrow,LISP,9,1040,Melospiza lincolnii,"1, 0, 1C","1, 0, 1C, 1B",,,
718,5840,Swamp Sparrow,SWSP,9,1041,Melospiza georgiana,"1, 1C, 0","1, 1C, 0, 1B",,,
719,5850,Fox Sparrow,FOSP,9,1038,Passerella iliaca,"1A, 1B","1A, 1B, 1D",,,
720,5860,Olive Sparrow,OLSP,9,992,Arremonops rufivirgatus,"1B, 1, 1C","1B, 1, 1C",,,
721,5861,Saffron Finch,SAFI,9,991,Sicalis flaveola,"1B, 1","1B, 1",,,
722,5870,Eastern Towhee,EATO,9,995,Pipilo erythrophthalmus,"M: 2, 1D, 1A / F: 1A, 1D, 2","M: 2, 1D, 1A / F: 1A, 1D, 2",,,
723,5876,Unidentified Rufous-sided Towhee,URST,9,996,,"2, 1A, 1D","2, 1A, 1D",,,
724,5880,Spotted Towhee,SPTO,9,994,Pipilo maculatus,"M: 1D, 2, 1A / F: 1D, 1A, 2","M: 1D, 2, 1A / F: 1D, 1A, 2, 1B",,,
725,5900,Green-tailed Towhee,GTTO,9,993,Pipilo chlorurus,"1A, 1B, 1D","1A, 1B, 1D, 1P, 2",,,
726,5910,Canyon Towhee,CANT,9,1000,Melozone fusca,"1A, 1D, 2","1A, 1D, 2",,,
727,5911,California Towhee,CALT,9,1001,Melozone crissalis,"2, 1A, 1D","2, 1A, 1D",,,
728,5912,Inyo California Towhee,ICTO,9,998,Melozone crissalis eremophilus,"1D, 2, 1A","1D, 2, 1A",Y,,
729,5920,Abert's Towhee,ABTO,9,1002,Melozone aberti,"1A, 2, 1D","1A, 2, 1D",,,
730,5922,Red-crested Cardinal,RCCA,9,973,Paroaria coronata,"1A, 1D, 2","1A, 1D, 2",,,
731,5923,Yellow-billed Cardinal,YBCA,9,974,Paroaria capitata,"1A, 1D","1A, 1D, 1B",,,
743,6020,White-collared Seedeater,WCSE,9,981,Sporophila torqueola,"0, 0A","0, 0A",,,
744,6021,Puerto Rican Bullfinch,PUEB,9,987,Melopyrrha portoricensis,"1A, 1B","1A, 1B, 2",,,
745,6022,Lesser Antillean Bullfinch,LESB,9,989,Loxigilla noctis,"1, 1B","1, 1B, 1A",,,
746,6030,Black-faced Grassquit,BFGR,9,985,Melanospiza bicolor,"0, 0A, 1C, 1","0, 0A, 1C, 1",,,
747,6031,Cuban Grassquit,CUGR,9,983,Phonipara canora,"0A, 0","0A, 0",,,
748,6032,Yellow-faced Grassquit,YFGR,9,984,Tiaris olivaceus,"0, 0A, 1C","0, 0A, 1C",,,
750,6050,Lark Bunting,LARB,9,1022,Calamospiza melanocorys,1A,"1A, 1B","Alberta, Manitoba, Saskatchewan",,
757,6101,Western Spindalis,WESP,9,976,Spindalis zena,"1B, 1A","1B, 1A",,,
758,6102,Puerto Rican Tanager,PRTA,9,975,Nesospingus speculiferus,"1A, 1B","1A, 1B",,,
759,6103,Hispaniolan Spindalis,HISP,9,977,Spindalis dominicensis,"1B, 1A","1B, 1A",,,
760,6104,Puerto Rican Spindalis,PRSP,9,978,Spindalis portoricensis,"1B, 1A","1B, 1A",,,
761,6105,Jamaican Spindalis,JAMS,9,979,Spindalis nigricephala,"1B, 1A","1B, 1A",,,
798,6350,Bananaquit,BANA,9,972,Coereba flaveola,"0, 0A, 1C, 1","0, 0A, 1C, 1",,,
1065,9151,Orangequit,ORAN,9,990,Euneornis campestris,"1C, 1","1C, 1, 0, 1B",,,
1069,9176,Yellow-shouldered Grassquit,YSGR,9,986,Loxipasser anoxanthus,"0, 1","0, 1, 1C",,,
1070,9178,Greater Antillean Bullfinch,GABU,9,988,Melopyrrha violacea,"1B, 1","1B, 1, 1A",,,
1071,9182,Yellow-bellied Seedeater,YBSE,9,982,Sporophila nigricollis,0,"0, 0A, 1",,,
1072,9184,Blue-black Grassquit,BBGR,9,980,Volatinia jacarina,"0, 0A","0, 0A",,,
603,4940,Bobolink,BOBO,10,1082,Dolichonyx oryzivorus,"M: 1A, 1B / F: 1B, 1A","M: 1A, 1B / F: 1B, 1A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan",,
604,4950,Brown-headed Cowbird,BHCO,10,1098,Molothrus ater,"M: 1A, 1D, 2, 1B / F: 1B, 1A, 1D","M: 1A, 1D, 2, 1B / F: 1B, 1A, 1D",,,
605,4960,Bronzed Cowbird,BROC,10,1097,Molothrus aeneus,"M: 2, 1D / F: 1A, 1D","M: 2, 1D, 1A / F: 1A, 1D, 2",,,
606,4961,Shiny Cowbird,SHCO,10,1096,Molothrus bonariensis,"2, 1D, 1A","2, 1D, 1A",,,
607,4970,Yellow-headed Blackbird,YHBL,10,1089,Xanthocephalus xanthocephalus,"M: 2, 3, 1D / F: 1A, 1D, 2","M: 2, 3, 1D / F: 1A, 1D, 2",,,
608,4980,Red-winged Blackbird,RWBL,10,1083,Agelaius phoeniceus,"M: 2, 1D / F: 1A, 1D","M: 2, 1D, 1A, 3 / F: 1A, 1D, 1B, 2",,,
609,5000,Tricolored Blackbird,TRBL,10,1084,Agelaius tricolor,"2, 2A, 1D","2, 2A, 1D",,,
610,5001,Tawny-shouldered Blackbird,TSBL,10,1085,Agelaius humeralis,"1B, 1A","1B, 1A",,,
611,5002,Yellow-shouldered Blackbird,YSBL,10,1086,Agelaius xanthomus,2,2,Y,,
612,5010,Eastern Meadowlark,EAME,10,1087,Sturnella magna,"M: 3 / F: 2, 3","M: 3 / F: 2, 3","New Brunswick, Nova Scotia, Ontario, Québec",,
613,5011,Western Meadowlark,WEME,10,1088,Sturnella neglecta,"M: 3 / F: 2, 3","M: 3 / F: 2, 3",,,
614,5030,Audubon's Oriole,AUOR,10,1114,Icterus graduacauda,2,2,,,
615,5031,Altamira Oriole,ALOR,10,1113,Icterus gularis,3,"3, 2",,,
616,5032,Spot-breasted Oriole,SPOO,10,1112,Icterus pectoralis,2,2,,,
617,5040,Scott's Oriole,SCOR,10,1116,Icterus parisorum,1A,1A,,,
618,5041,Black-vented Oriole,BVOR,10,1103,Icterus wagleri,2,2,,,
619,5042,Black-cowled Oriole,BCOR,10,1104,Icterus prosthemelas,"1A, 1D, 2","1A, 1D, 2",,,
620,5043,Cuban Oriole,CUOR,10,1100,Icterus melanopsis,"1A, 1D, 2","1A, 1D, 2",,,
621,5044,Bahama Oriole,BAHO,10,1099,Icterus northropi,"1A, 1D, 2","1A, 1D, 2",,,
622,5045,Puerto Rican Oriole,PROR,10,1102,Icterus portoricensis,"1A, 1D, 2","1A, 1D, 2",,,
623,5046,Hispaniolan Oriole,HIOR,10,1101,Icterus dominicensis,"1A, 1D, 2","1A, 1D, 2",,,
624,5050,Hooded Oriole,HOOR,10,1106,Icterus cucullatus,"1A, 1B","1A, 1B, 1D",,,
625,5051,Streak-backed Oriole,STRO,10,1108,Icterus pustulatus,1A,"1A, 1P",,,
626,5060,Orchard Oriole,OROR,10,1105,Icterus spurius,1B,"1B, 1A",,,
627,5070,Baltimore Oriole,BAOR,10,1115,Icterus galbula,"1A, 1B, 1D","1A, 1B, 1D, 2",,,
628,5078,Baltimore X Bullock's Oriole Hybrid,BBOH,10,1110,,1A,1A,,,
629,5080,Bullock's Oriole,BUOR,10,1109,Icterus bullockii,"1A, 1B, 1D","1A, 1B, 1D, 2",,,
630,5090,Rusty Blackbird,RUBL,10,1090,Euphagus carolinus,"2, 1D","M: 2, 1D / F: 2, 1D, 1A",,,
631,5100,Brewer's Blackbird,BRBL,10,1091,Euphagus cyanocephalus,"2, 1D","2, 1D, 1A",,,
632,5110,Common Grackle,COGR,10,1092,Quiscalus quiscula,"M: 3, 3B / F: 3, 2A","M: 3, 3B, 2A, 3A / F: 3, 2A, 2, 3A, 3B",,,
633,5120,Great-tailed Grackle,GTGR,10,1094,Quiscalus mexicanus,"M: 4, 3A / F: 3, 3B","M: 4, 3A / F: 3, 3B",,,
634,5130,Boat-tailed Grackle,BTGR,10,1093,Quiscalus major,"M: 4, 3A / F: 3, 3B","M: 4, 3A / F: 3, 3B",,,
635,5131,Greater Antillean Grackle,GAGR,10,1095,Quiscalus niger,"3, 2","3, 2, 3B",,,
636,5140,Evening Grosbeak,EVGR,10,1168,Coccothraustes vespertinus,"1A, 2, 1D","1A, 2, 1D, 1B",,,
637,5141,Brambling,BRAM,10,1118,Fringilla montifringilla,"1B, 1, 1C","1B, 1, 1C",,,
638,5150,Pine Grosbeak,PIGR,10,1124,Pinicola enucleator,"1A, 1D","1A, 1D, 1B, 2",,,
639,5161,Common Rosefinch,CORO,10,1149,Carpodacus erythrinus,"1B, 1, 1C","1B, 1, 1C",,,
640,5170,Purple Finch,PUFI,10,1151,Haemorhous purpureus,"1, 1C, 1B","1, 1C, 1B",,,
641,5180,Cassin's Finch,CAFI,10,1152,Haemorhous cassinii,"1B, 1, 1C","1B, 1, 1C, 1A",,,
642,5190,House Finch,HOFI,10,1150,Haemorhous mexicanus,"1B, 1, 1C","1B, 1, 1C, 0",,,
643,5210,Red Crossbill,RECR,10,1153,Loxia curvirostra,"1B, 1A","1B, 1A, 1D","Newfoundland and Labrador, Québec",,
644,5220,White-winged Crossbill,WWCR,10,1155,Loxia leucoptera,1B,1B,,,
645,5240,Gray-crowned Rosy-Finch,GCRF,10,1121,Leucosticte tephrocotis,"1B, 1A, 1","1B, 1A, 1",,,
646,5250,Black Rosy-Finch,BLRF,10,1122,Leucosticte atrata,"1B, 1A, 1","1B, 1A, 1",,,
647,5260,Brown-capped Rosy-Finch,BCRF,10,1123,Leucosticte australis,"1B, 1A, 1","1B, 1A, 1",,,
648,5261,European Goldfinch,EUGO,10,1164,Carduelis carduelis,0,0,,,
649,5270,Hoary Redpoll,HORE,10,1157,Acanthis hornemanni,"0, 0A","0, 0A, 1, 1C",,,
650,5276,Unidentified Common/Hoary Redpoll,UNRE,10,1158,,0,0,,,
651,5280,Common Redpoll,CORE,10,1156,Acanthis flammea,"0, 0A","0, 0A, 1, 1C",,,
652,5290,American Goldfinch,AMGO,10,1163,Spinus tristis,"0, 0A, 1C, 1","0, 0A, 1C, 1",,,
653,5300,Lesser Goldfinch,LEGO,10,1161,Spinus psaltria,"0A, 0","0A, 0, 1, 1C",,,
654,5310,Lawrence's Goldfinch,LAGO,10,1162,Spinus lawrencei,"0, 0A, 1C, 1","0, 0A, 1C, 1",,,
655,5330,Pine Siskin,PISI,10,1159,Spinus pinus,"0, 0A","0, 0A, 1, 1C",,,
656,5332,Yellow-fronted Canary,YFCA,10,1166,Crithagra mozambica,"0, 1","0, 1, 0A",,,
732,5930,Northern Cardinal,NOCA,10,1069,Cardinalis cardinalis,"1A, 2, 1D","1A, 2, 1D, 1B",,,
733,5940,Pyrrhuloxia,PYRR,10,1070,Cardinalis sinuatus,"1A, 1D","1A, 1D",,,
734,5950,Rose-breasted Grosbeak,RBGR,10,1072,Pheucticus ludovicianus,"1A, 1D, 2","1A, 1D, 2, 1B, 1P",,,
735,5960,Black-headed Grosbeak,BHGR,10,1073,Pheucticus melanocephalus,"1A, 1D, 2","1A, 1D, 2, 1B, 1P",,,
736,5970,Blue Grosbeak,BLGR,10,1075,Passerina caerulea,"1B, 1A","1B, 1A",,,
737,5971,Blue Bunting,BLBU,10,1074,Cyanocompsa parellina,"1, 1C","1, 1C, 0",,,
738,5980,Indigo Bunting,INBU,10,1078,Passerina cyanea,"1, 1C, 0","1, 1C, 0",,,
739,5986,Indigo X Lazuli Bunting Hybrid,ILBH,10,1077,,"1, 1C","1, 1C",,,
740,5990,Lazuli Bunting,LAZB,10,1076,Passerina amoena,"1, 1C, 0","1, 1C, 0",,,
741,6000,Varied Bunting,VABU,10,1079,Passerina versicolor,"1, 1C","1, 1C, 0",,,
742,6010,Painted Bunting,PABU,10,1080,Passerina ciris,"1, 1C","1, 1C, 0",,,
749,6040,Dickcissel,DICK,10,1081,Spiza americana,1B,"1B, 1, 1A",,,
751,6061,Antillean Euphonia,ANEU,10,1120,Euphonia musica,"0, 1C, 1","0, 1C, 1",,,
752,6070,Western Tanager,WETA,10,1067,Piranga ludoviciana,1B,"1B, 1A, 1P",,,
753,6071,Flame-colored Tanager,FCTA,10,1068,Piranga bidentata,"1A, 1B","1A, 1B, 1P",,,
754,6080,Scarlet Tanager,SCTA,10,1066,Piranga olivacea,1B,"1B, 1A, 1P",,,
755,6090,Hepatic Tanager,HETA,10,1064,Piranga flava,1A,"1A, 1B, 2",,,
756,6100,Summer Tanager,SUTA,10,1065,Piranga rubra,"1A, 1B","1A, 1B, 1P",,,
864,6882,House Sparrow,HOSP,10,1170,Passer domesticus,"1B, 1","1B, 1, 1A",,,
865,6883,Eurasian Tree Sparrow,ETSP,10,1171,Passer montanus,"1, 1B, 1C","1, 1B, 1C",,,
968,7740,Laysan Finch,LAFI,10,1126,Telespiza cantans,"1A, 1B","1A, 1B",Y,,
969,7750,Nihoa Finch,NIFI,10,1127,Telespiza ultima,"1B, 1","1B, 1, 1A",Y,,
970,7760,Ou,OU,10,1128,Psittirostra psittacea,2,2,Y,,
971,7770,Palila,PALI,10,1129,Loxioides bailleui,"1A, 1B","1A, 1B, 2",Y,,
972,7810,Maui Parrotbill,MAPA,10,1130,Pseudonestor xanthophrys,"1B, 1A","1B, 1A",Y,,
973,7820,Hawaii Amakihi,HAAM,10,1131,Chlorodrepanis virens,"1, 1B","1, 1B, 0, 1C",,,
974,7821,Oahu Amakihi,OAAM,10,1132,Chlorodrepanis flava,"1, 1C, 1B","1, 1C, 1B, 0",,,
975,7830,Kauai Amakihi,KAAM,10,1133,Chlorodrepanis stejnegeri,"1, 1C, 1B","1, 1C, 1B, 0",,,
976,7840,Anianiau,ANIA,10,1137,Magumma parva,"0, 1C, 1","0, 1C, 1, 0A",,,
977,7870,Oahu Akialoa,OAAK,10,1134,Akialoa ellisiana,"1, 0","1, 0, 1C",Y,,
978,7890,Akiapolaau,AKIP,10,1136,Hemignathus wilsoni,"1A, 1B","1A, 1B, 1D",Y,,
979,7900,Akikiki,AKIK,10,1138,Oreomystis bairdi,"1, 1C, 0","1, 1C, 0",Y,,
980,7910,Hawaii Creeper,HCRE,10,1142,Loxops mana,"1, 1C, 0","1, 1C, 0, 0A",Y,,
981,7920,Maui Alauahio,MAAL,10,1141,Paroreomyza montana,"1C, 1","1C, 1, 0",,,
982,7940,Oahu Alauahio,OAAL,10,1139,Paroreomyza maculata,"1, 1C","1, 1C",Y,,
983,7950,Akepa,AKEP,10,1144,Loxops coccineus,"0, 1","0, 1, 1C",Y,,
984,7960,Akekee,AKEK,10,1143,Loxops caeruleirostris,"1, 1C","1, 1C, 0",Y,,
985,7980,Iiwi,IIWI,10,1145,Drepanis coccinea,1B,"1B, 1, 1A",,,
986,8010,Akohekohe,AKOH,10,1146,Palmeria dolei,1A,"1A, 1B",Y,,
987,8020,Apapane,APAP,10,1147,Himatione sanguinea,"1, 1C, 1B","1, 1C, 1B, 1A",,,
988,8040,Poo-uli,POUL,10,1148,Melamprosops phaeosoma,1B,1B,Y,,
989,8041,Northern Red Bishop,NRBI,10,1173,Euplectes franciscanus,0A,"0A, 0",,,
990,8042,Yellow-crowned Bishop,YCBI,10,1172,Euplectes afer,0A,0A,,,
991,8060,Lavender Waxbill,LAVW,10,1175,Estrilda caerulescens,0,0,,,
992,8070,Orange-cheeked Waxbill,ORAW,10,1176,Estrilda melpoda,"0A, 0","0A, 0",,,
993,8081,Common Waxbill,COMW,10,1178,Estrilda astrild,"0A, 0","0A, 0",,,
994,8090,Red Avadavat,REAV,10,1179,Amandava amandava,"0A, 0","0A, 0",,,
995,8100,African Silverbill,AFSI,10,1181,Euodice cantans,"0, 0A, 1C","0, 0A, 1C, 1",,,
996,8101,Bronze Mannikin,BRMA,10,1180,Spermestes cucullata,0A,0A,,,
997,8110,Scaly-breasted Munia,SBMU,10,1183,Lonchura punctulata,"0, 0A","0, 0A, 1, 1C",,,
998,8120,Tricolored Munia,TRMU,10,1184,Lonchura malacca,"0, 1C, 1","0, 1C, 1",,,
999,8130,Java Sparrow,JAVS,10,1182,Lonchura oryzivora,"1B, 1A","1B, 1A",,,
1000,8131,Pin-tailed Whydah,PTWH,10,1185,Vidua macroura,"1, 0, 1B","1, 0, 1B, 1C",,,
1066,9153,Jamaican Euphonia,JAEU,10,1119,Euphonia jamaica,"0, 0A","0, 0A, 1, 1C",,,
1067,9166,Venezuelan Troupial,VETR,10,1107,Icterus icterus,3,"3, 2, 3B",,,
1068,9169,Jamaican Oriole,JAOR,10,1111,Icterus leucopteryx,"2, 1D","2, 1D",,,
1,0,Unidentified Dead Bird,----,,,,N,N,,,
