GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS94566668,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95577305,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95577305,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95577305,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95577305,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95843880,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95843880,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS98289131,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS98289131,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95658724,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95658724,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95658724,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95384638,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95384638,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95568328,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95568328,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS625400717,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS625400717,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS1039313498,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS1039313498,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS92750415,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS92750415,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93628893,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS103875782,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS177321968,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS177321968,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96050896,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96050896,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS96132196,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96132196,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS80903418,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94489743,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94489743,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95635579,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95635579,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95635579,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93955281,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93761825,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89599480,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89599480,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS100050755,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS97311583,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95480132,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95480132,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96358394,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS293777016,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS293777016,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS293777016,3, Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS95778582,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95778582,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94561299,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS81136796,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96205548,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94651868,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS941100841,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS941100841,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93519405,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146542027,1,Female,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146542027,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146542027,1, Male,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96236805,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299832527,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299832527,3, Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS299832527,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS101270684,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91848971,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94651780,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95843020,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95843020,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95025781,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95025781,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS99809882,8,Unknown Sex and Age (8),
URN:CornellLabOfOrnithology:EBIRD:OBS91705131,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93568220,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96356663,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96356663,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS90403588,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS90403588,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91517396,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91517396,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96864989,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93909799,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95356453,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS97824255,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97824255,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95857777,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS186967306,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96358510,5,Unknown Sex and Age (5),
URN:CornellLabOfOrnithology:EBIRD:OBS92712018,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS92718588,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS754925697,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS135320234,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS135320234,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS92058120,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93968282,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93968282,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93618988,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96653418,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94713233,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93407321,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS98005400,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93293259,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93293259,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS336783040,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95632590,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95632590,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93534153,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS101675339,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96846791,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95546739,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95546739,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS104137533,3,Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS336783372,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94270568,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94270568,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94689355,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93948471,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93333087,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93333087,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96755528,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96755528,5, Unknown Sex and Age (5),
URN:CornellLabOfOrnithology:EBIRD:OBS96755528,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96842914,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96842914,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS104087161,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93573457,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93573457,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS89560937,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89560937,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS85588152,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS85588152,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95688832,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95688832,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95006878,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94116507,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS101853363,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146541263,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146541263,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94338655,9,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94338655,18, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95687734,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95687734,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS91195124,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91195124,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95613128,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95613128,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94424055,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94424055,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122007320,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122007320,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123869940,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS122498409,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122498409,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS118357476,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121312895,7,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121312895,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS153034833,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS153034833,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS153034833,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS128769025,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS128769025,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121913733,4,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS121913733,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122619765,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122619765,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122702646,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS119073211,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124005498,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124005498,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122049259,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122049259,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123735883,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120952051,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122986499,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121468425,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121468425,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122439671,6,Male,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122439671,13, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123157365,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS123157365,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122896383,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122896383,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124153984,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124153984,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123508868,15,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123508868,14, Unknown Sex and Age (14),
URN:CornellLabOfOrnithology:EBIRD:OBS123508868,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122467191,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124332828,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS116938161,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122491757,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122491757,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS130967546,12,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS130967546,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS130967546,12, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520763507,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520763507,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS125477043,10,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120824913,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120824913,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS114052123,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121077873,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121077873,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121077873,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS119839762,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123504431,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123504431,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120487809,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120487809,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120487809,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120487809,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS972870490,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS972870490,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121518008,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121518008,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122313587,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122313587,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120581937,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120581937,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122870138,5,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122870138,15, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122870138,5, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123956132,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123956132,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122470631,5,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122470631,9, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121191010,7,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121191010,14, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122645879,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122645879,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123803113,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123803113,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122251997,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122251997,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122602841,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122602841,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS123119272,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS139427955,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS139427955,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120818782,6,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120818782,3, Female,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120812905,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124377722,14,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124377722,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123435420,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123755401,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122603833,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123811141,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123811141,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123142823,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123142823,4, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS123142823,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123272598,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123272598,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123272598,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123272598,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120822113,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS114096493,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120821208,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120821208,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS125587791,15,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS121724325,14,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121724325,23, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS125283436,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS121978811,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS105423826,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS837624123,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS837624123,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120960633,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS120960633,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122206793,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122206793,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS123794128,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS123794128,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123051345,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123051345,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122500193,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS122729538,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS111073219,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146387012,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146387012,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120237814,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120237814,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120237814,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120940760,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120940760,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120825565,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS120825565,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS125949937,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123029715,19,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123029715,21, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS126589062,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS236147427,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS236147427,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122376037,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122376037,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS123794825,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120075070,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120075070,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS116014268,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120368281,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS120368281,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120368281,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124384537,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124384537,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS121467541,5,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124061154,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124061154,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124061154,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS124061154,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124167875,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS124167875,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122496335,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS122496335,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120017864,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS120017864,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS125315094,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123839873,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS130964092,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS130964092,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS118374772,1,Female,Adult 
